product_id,title,category,brand,price,rating,stock,description
271,Nova Laptop,Electronics,Nova,11630.21,3.9,94,Nova Laptop in category Electronics with rating 3.9
272,Nova Smartphone,Electronics,Nova,9899.99,5.0,443,Nova Smartphone in category Electronics with rating 5.0
273,TechPro DBMS,Books,TechPro,16299.08,4.8,397,TechPro DBMS in category Books with rating 4.8
274,SmartLife Laptop,Electronics,SmartLife,31415.24,5.0,276,SmartLife Laptop in category Electronics with rating 5.0
275,Vision Basketball,Sports,Vision,38755.38,4.4,300,Vision Basketball in category Sports with rating 4.4
276,SmartLife Football,Sports,SmartLife,26905.23,4.0,487,SmartLife Football in category Sports with rating 4.0
277,Nova Smartphone,Electronics,Nova,14764.74,4.6,422,Nova Smartphone in category Electronics with rating 4.6
278,Max Tablet,Electronics,Max,24209.22,3.6,495,Max Tablet in category Electronics with rating 3.6
279,TechPro Football,Sports,TechPro,25944.46,4.5,380,TechPro Football in category Sports with rating 4.5
280,SmartLife Yoga Mat,Sports,SmartLife,45104.55,4.8,350,SmartLife Yoga Mat in category Sports with rating 4.8
281,TechPro Jacket,Fashion,TechPro,48771.14,3.5,173,TechPro Jacket in category Fashion with rating 3.5
282,Elite Algorithms,Books,Elite,9151.08,3.9,346,Elite Algorithms in category Books with rating 3.9
283,Max Smartphone,Electronics,Max,13060.27,3.8,200,Max Smartphone in category Electronics with rating 3.8
284,Max Mixer,Home,Max,16607.02,4.6,65,Max Mixer in category Home with rating 4.6
285,Elite Tennis Racket,Sports,Elite,27701.48,3.4,426,Elite Tennis Racket in category Sports with rating 3.4
286,Prime Laptop,Electronics,Prime,33474.18,3.8,178,Prime Laptop in category Electronics with rating 3.8
287,Prime Tennis Racket,Sports,Prime,38305.38,3.0,27,Prime Tennis Racket in category Sports with rating 3.0
288,Nova Operating Systems,Books,Nova,44527.93,3.3,11,Nova Operating Systems in category Books with rating 3.3
289,Prime Watch,Fashion,Prime,27232.05,4.4,446,Prime Watch in category Fashion with rating 4.4
290,Max Basketball,Sports,Max,41610.89,3.2,46,Max Basketball in category Sports with rating 3.2
291,SmartLife Table,Home,SmartLife,4442.79,3.2,482,SmartLife Table in category Home with rating 3.2
292,Elite DBMS,Books,Elite,33002.51,4.8,98,Elite DBMS in category Books with rating 4.8
293,Ultra Vacuum Cleaner,Home,Ultra,36977.25,4.8,75,Ultra Vacuum Cleaner in category Home with rating 4.8
294,Elite Data Science,Books,Elite,14339.1,4.8,273,Elite Data Science in category Books with rating 4.8
295,Prime Shirt,Fashion,Prime,30970.3,4.5,385,Prime Shirt in category Fashion with rating 4.5
296,Ultra Lamp,Home,Ultra,44726.31,3.1,54,Ultra Lamp in category Home with rating 3.1
297,TechPro Sofa,Home,TechPro,14456.71,4.8,411,TechPro Sofa in category Home with rating 4.8
298,TechPro Cricket Bat,Sports,TechPro,24658.8,4.4,344,TechPro Cricket Bat in category Sports with rating 4.4
299,Elite Mixer,Home,Elite,21158.13,3.3,273,Elite Mixer in category Home with rating 3.3
300,SmartLife Cricket Bat,Sports,SmartLife,38969.69,3.2,178,SmartLife Cricket Bat in category Sports with rating 3.2
301,Prime Monitor,Electronics,Prime,11128.94,4.7,116,Prime Monitor in category Electronics with rating 4.7
302,Ultra Cricket Bat,Sports,Ultra,17192.42,4.3,67,Ultra Cricket Bat in category Sports with rating 4.3
303,Max Yoga Mat,Sports,Max,28787.07,4.4,59,Max Yoga Mat in category Sports with rating 4.4
304,Elite Jeans,Fashion,Elite,29761.63,3.3,248,Elite Jeans in category Fashion with rating 3.3
305,Prime Watch,Fashion,Prime,12666.32,4.8,284,Prime Watch in category Fashion with rating 4.8
306,Vision Football,Sports,Vision,40102.06,4.3,475,Vision Football in category Sports with rating 4.3
307,Elite Hoodie,Fashion,Elite,22739.44,3.1,20,Elite Hoodie in category Fashion with rating 3.1
308,Ultra Table,Home,Ultra,25476.45,4.4,164,Ultra Table in category Home with rating 4.4
309,Elite Chair,Home,Elite,28160.29,4.8,438,Elite Chair in category Home with rating 4.8
310,Nova Vacuum Cleaner,Home,Nova,24613.36,3.8,339,Nova Vacuum Cleaner in category Home with rating 3.8
311,TechPro Tablet,Electronics,TechPro,33531.94,4.1,426,TechPro Tablet in category Electronics with rating 4.1
312,Vision Table,Home,Vision,49083.63,4.9,24,Vision Table in category Home with rating 4.9
313,Prime Yoga Mat,Sports,Prime,45220.26,4.0,451,Prime Yoga Mat in category Sports with rating 4.0
314,Nova Shirt,Fashion,Nova,24964.9,3.9,214,Nova Shirt in category Fashion with rating 3.9
315,Nova Mixer,Home,Nova,9017.77,4.7,335,Nova Mixer in category Home with rating 4.7
316,Prime Headphones,Electronics,Prime,27297.24,3.0,305,Prime Headphones in category Electronics with rating 3.0
317,Ultra Football,Sports,Ultra,2065.64,4.2,440,Ultra Football in category Sports with rating 4.2
318,SmartLife Data Science,Books,SmartLife,28607.7,3.2,419,SmartLife Data Science in category Books with rating 3.2
319,Elite Chair,Home,Elite,5866.83,3.3,268,Elite Chair in category Home with rating 3.3
320,Prime Keyboard,Electronics,Prime,26126.67,3.3,192,Prime Keyboard in category Electronics with rating 3.3
321,Prime Shirt,Fashion,Prime,26638.62,3.5,255,Prime Shirt in category Fashion with rating 3.5
322,SmartLife T-Shirt,Fashion,SmartLife,38247.09,3.7,234,SmartLife T-Shirt in category Fashion with rating 3.7
323,SmartLife Yoga Mat,Sports,SmartLife,9389.56,3.6,381,SmartLife Yoga Mat in category Sports with rating 3.6
324,Ultra Operating Systems,Books,Ultra,47076.16,4.8,469,Ultra Operating Systems in category Books with rating 4.8
325,Max Sneakers,Fashion,Max,8190.17,3.1,136,Max Sneakers in category Fashion with rating 3.1
326,Elite T-Shirt,Fashion,Elite,5813.0,3.3,458,Elite T-Shirt in category Fashion with rating 3.3
327,Elite Keyboard,Electronics,Elite,8089.56,4.6,339,Elite Keyboard in category Electronics with rating 4.6
328,Ultra Football,Sports,Ultra,37784.12,3.1,477,Ultra Football in category Sports with rating 3.1
329,Elite Tablet,Electronics,Elite,42876.66,4.6,215,Elite Tablet in category Electronics with rating 4.6
330,Ultra Keyboard,Electronics,Ultra,14429.92,4.6,89,Ultra Keyboard in category Electronics with rating 4.6
331,Ultra Keyboard,Electronics,Ultra,1556.23,4.5,489,Ultra Keyboard in category Electronics with rating 4.5
332,Ultra Table,Home,Ultra,14069.89,3.7,310,Ultra Table in category Home with rating 3.7
333,TechPro Mixer,Home,TechPro,6114.81,3.6,273,TechPro Mixer in category Home with rating 3.6
334,SmartLife Football,Sports,SmartLife,25948.03,3.6,377,SmartLife Football in category Sports with rating 3.6
335,Max Machine Learning,Books,Max,48453.9,3.9,16,Max Machine Learning in category Books with rating 3.9
336,Prime Python Guide,Books,Prime,2872.24,4.7,39,Prime Python Guide in category Books with rating 4.7
337,Vision Cricket Bat,Sports,Vision,16130.23,4.3,411,Vision Cricket Bat in category Sports with rating 4.3
338,Ultra Yoga Mat,Sports,Ultra,25239.69,3.6,179,Ultra Yoga Mat in category Sports with rating 3.6
339,Nova Operating Systems,Books,Nova,26779.86,3.1,46,Nova Operating Systems in category Books with rating 3.1
340,Vision Lamp,Home,Vision,17290.14,3.4,394,Vision Lamp in category Home with rating 3.4
341,Elite Hoodie,Fashion,Elite,31481.47,3.8,493,Elite Hoodie in category Fashion with rating 3.8
342,Elite Vacuum Cleaner,Home,Elite,17931.43,4.9,443,Elite Vacuum Cleaner in category Home with rating 4.9
343,Nova Mouse,Electronics,Nova,30198.8,4.7,45,Nova Mouse in category Electronics with rating 4.7
344,SmartLife Chair,Home,SmartLife,28291.27,3.8,247,SmartLife Chair in category Home with rating 3.8
345,TechPro Jacket,Fashion,TechPro,1281.29,3.7,311,TechPro Jacket in category Fashion with rating 3.7
346,Ultra Tennis Racket,Sports,Ultra,22892.06,4.0,307,Ultra Tennis Racket in category Sports with rating 4.0
347,Vision Algorithms,Books,Vision,24179.79,3.6,263,Vision Algorithms in category Books with rating 3.6
348,Ultra Laptop,Electronics,Ultra,15594.07,4.2,371,Ultra Laptop in category Electronics with rating 4.2
349,TechPro Table,Home,TechPro,46586.8,4.3,496,TechPro Table in category Home with rating 4.3
350,TechPro Watch,Fashion,TechPro,4136.98,4.3,264,TechPro Watch in category Fashion with rating 4.3
351,SmartLife Sneakers,Fashion,SmartLife,40187.88,3.1,363,SmartLife Sneakers in category Fashion with rating 3.1
352,Elite Shirt,Fashion,Elite,43726.01,4.6,278,Elite Shirt in category Fashion with rating 4.6
353,Vision Watch,Fashion,Vision,48172.8,4.6,447,Vision Watch in category Fashion with rating 4.6
354,TechPro DBMS,Books,TechPro,27796.66,4.3,71,TechPro DBMS in category Books with rating 4.3
355,SmartLife DBMS,Books,SmartLife,17387.56,3.3,420,SmartLife DBMS in category Books with rating 3.3
356,Vision Sofa,Home,Vision,33083.68,4.1,256,Vision Sofa in category Home with rating 4.1
357,Max Watch,Fashion,Max,23810.19,3.3,204,Max Watch in category Fashion with rating 3.3
358,Nova Cricket Bat,Sports,Nova,29391.35,4.6,367,Nova Cricket Bat in category Sports with rating 4.6
359,Max Data Science,Books,Max,30985.31,3.2,281,Max Data Science in category Books with rating 3.2
360,TechPro Tennis Racket,Sports,TechPro,18593.98,4.7,13,TechPro Tennis Racket in category Sports with rating 4.7
361,Max Algorithms,Books,Max,38305.66,5.0,293,Max Algorithms in category Books with rating 5.0
362,Max Sofa,Home,Max,16066.02,3.9,365,Max Sofa in category Home with rating 3.9
363,TechPro Watch,Fashion,TechPro,18853.22,3.7,322,TechPro Watch in category Fashion with rating 3.7
364,TechPro Data Science,Books,TechPro,15756.2,5.0,356,TechPro Data Science in category Books with rating 5.0
365,Ultra Basketball,Sports,Ultra,28724.0,4.3,110,Ultra Basketball in category Sports with rating 4.3
366,TechPro Gym Gloves,Sports,TechPro,44877.18,4.0,201,TechPro Gym Gloves in category Sports with rating 4.0
367,SmartLife Cricket Bat,Sports,SmartLife,4551.15,4.2,182,SmartLife Cricket Bat in category Sports with rating 4.2
368,Elite Gym Gloves,Sports,Elite,20336.81,4.4,401,Elite Gym Gloves in category Sports with rating 4.4
369,Ultra Lamp,Home,Ultra,12522.62,4.9,421,Ultra Lamp in category Home with rating 4.9
370,Max Mouse,Electronics,Max,38445.46,4.2,347,Max Mouse in category Electronics with rating 4.2
371,Ultra Table,Home,Ultra,24399.65,3.2,410,Ultra Table in category Home with rating 3.2
372,Prime Football,Sports,Prime,47902.12,3.8,70,Prime Football in category Sports with rating 3.8
373,Nova Data Science,Books,Nova,15791.62,3.2,417,Nova Data Science in category Books with rating 3.2
374,Vision T-Shirt,Fashion,Vision,40467.32,3.5,42,Vision T-Shirt in category Fashion with rating 3.5
375,Prime T-Shirt,Fashion,Prime,18361.31,3.8,470,Prime T-Shirt in category Fashion with rating 3.8
376,Max Headphones,Electronics,Max,41494.79,4.6,151,Max Headphones in category Electronics with rating 4.6
377,TechPro Watch,Fashion,TechPro,3104.07,4.3,367,TechPro Watch in category Fashion with rating 4.3
378,Max DBMS,Books,Max,19013.74,4.5,474,Max DBMS in category Books with rating 4.5
379,TechPro Watch,Fashion,TechPro,26988.82,3.2,153,TechPro Watch in category Fashion with rating 3.2
380,Nova Sofa,Home,Nova,39528.8,4.4,404,Nova Sofa in category Home with rating 4.4
381,TechPro Operating Systems,Books,TechPro,37770.13,4.0,86,TechPro Operating Systems in category Books with rating 4.0
382,SmartLife Machine Learning,Books,SmartLife,16343.04,3.6,326,SmartLife Machine Learning in category Books with rating 3.6
383,Ultra Keyboard,Electronics,Ultra,38218.31,4.7,37,Ultra Keyboard in category Electronics with rating 4.7
384,SmartLife Headphones,Electronics,SmartLife,27256.73,4.9,61,SmartLife Headphones in category Electronics with rating 4.9
385,Ultra Mixer,Home,Ultra,47721.4,5.0,491,Ultra Mixer in category Home with rating 5.0
386,TechPro Python Guide,Books,TechPro,38549.86,3.4,388,TechPro Python Guide in category Books with rating 3.4
387,Ultra Sneakers,Fashion,Ultra,5672.05,3.1,165,Ultra Sneakers in category Fashion with rating 3.1
388,SmartLife Jeans,Fashion,SmartLife,31216.99,4.9,142,SmartLife Jeans in category Fashion with rating 4.9
389,Max Operating Systems,Books,Max,20961.66,3.1,190,Max Operating Systems in category Books with rating 3.1
390,SmartLife DBMS,Books,SmartLife,43234.9,4.1,317,SmartLife DBMS in category Books with rating 4.1
391,TechPro Laptop,Electronics,TechPro,34570.68,3.3,162,TechPro Laptop in category Electronics with rating 3.3
392,Ultra Football,Sports,Ultra,27036.57,3.2,443,Ultra Football in category Sports with rating 3.2
393,Vision Lamp,Home,Vision,48162.49,4.7,495,Vision Lamp in category Home with rating 4.7
394,Ultra DBMS,Books,Ultra,40411.08,4.1,430,Ultra DBMS in category Books with rating 4.1
395,Elite Football,Sports,Elite,23397.8,4.8,354,Elite Football in category Sports with rating 4.8
396,Max Lamp,Home,Max,25158.56,3.5,147,Max Lamp in category Home with rating 3.5
397,Nova Chair,Home,Nova,30700.51,4.0,308,Nova Chair in category Home with rating 4.0
398,Nova Keyboard,Electronics,Nova,2650.93,3.7,436,Nova Keyboard in category Electronics with rating 3.7
399,Prime Shirt,Fashion,Prime,49762.86,4.5,431,Prime Shirt in category Fashion with rating 4.5
400,Elite Football,Sports,Elite,41260.31,3.5,121,Elite Football in category Sports with rating 3.5
401,SmartLife Keyboard,Electronics,SmartLife,36817.57,3.4,201,SmartLife Keyboard in category Electronics with rating 3.4
402,SmartLife Yoga Mat,Sports,SmartLife,36597.92,4.5,445,SmartLife Yoga Mat in category Sports with rating 4.5
403,Prime Gym Gloves,Sports,Prime,28081.51,4.0,313,Prime Gym Gloves in category Sports with rating 4.0
404,TechPro Operating Systems,Books,TechPro,31166.53,4.3,389,TechPro Operating Systems in category Books with rating 4.3
405,Max Football,Sports,Max,21378.46,4.4,498,Max Football in category Sports with rating 4.4
406,SmartLife Lamp,Home,SmartLife,7340.76,4.8,119,SmartLife Lamp in category Home with rating 4.8
407,Max Tennis Racket,Sports,Max,29887.52,3.1,31,Max Tennis Racket in category Sports with rating 3.1
408,TechPro Keyboard,Electronics,TechPro,6328.14,4.5,91,TechPro Keyboard in category Electronics with rating 4.5
409,Max Gym Gloves,Sports,Max,8971.16,4.5,494,Max Gym Gloves in category Sports with rating 4.5
410,Vision T-Shirt,Fashion,Vision,41218.31,3.9,476,Vision T-Shirt in category Fashion with rating 3.9
411,Nova Python Guide,Books,Nova,1219.8,5.0,101,Nova Python Guide in category Books with rating 5.0
412,Ultra Tennis Racket,Sports,Ultra,37858.54,3.9,130,Ultra Tennis Racket in category Sports with rating 3.9
413,TechPro Tablet,Electronics,TechPro,12147.0,3.0,36,TechPro Tablet in category Electronics with rating 3.0
414,Ultra Vacuum Cleaner,Home,Ultra,38306.46,4.0,388,Ultra Vacuum Cleaner in category Home with rating 4.0
415,Nova Keyboard,Electronics,Nova,25951.49,3.6,167,Nova Keyboard in category Electronics with rating 3.6
416,TechPro Vacuum Cleaner,Home,TechPro,24648.43,3.9,490,TechPro Vacuum Cleaner in category Home with rating 3.9
417,Ultra Vacuum Cleaner,Home,Ultra,4841.47,4.4,480,Ultra Vacuum Cleaner in category Home with rating 4.4
418,Max Cricket Bat,Sports,Max,2362.18,3.6,386,Max Cricket Bat in category Sports with rating 3.6
419,Ultra Jeans,Fashion,Ultra,14703.13,4.5,295,Ultra Jeans in category Fashion with rating 4.5
420,TechPro Watch,Fashion,TechPro,15614.14,3.0,264,TechPro Watch in category Fashion with rating 3.0
421,Nova Python Guide,Books,Nova,31804.04,4.2,54,Nova Python Guide in category Books with rating 4.2
422,Prime Watch,Fashion,Prime,6261.28,4.0,500,Prime Watch in category Fashion with rating 4.0
423,SmartLife Hoodie,Fashion,SmartLife,11457.77,4.9,127,SmartLife Hoodie in category Fashion with rating 4.9
424,Vision DBMS,Books,Vision,36905.51,3.8,485,Vision DBMS in category Books with rating 3.8
425,Ultra Operating Systems,Books,Ultra,14019.67,3.7,460,Ultra Operating Systems in category Books with rating 3.7
426,Elite Jeans,Fashion,Elite,41456.63,3.8,154,Elite Jeans in category Fashion with rating 3.8
427,Nova Mouse,Electronics,Nova,27901.02,4.3,257,Nova Mouse in category Electronics with rating 4.3
428,Vision Shirt,Fashion,Vision,33754.12,3.5,215,Vision Shirt in category Fashion with rating 3.5
429,TechPro Operating Systems,Books,TechPro,27515.27,3.4,212,TechPro Operating Systems in category Books with rating 3.4
430,SmartLife Chair,Home,SmartLife,21006.47,3.2,101,SmartLife Chair in category Home with rating 3.2
431,Elite Watch,Fashion,Elite,49169.65,3.4,103,Elite Watch in category Fashion with rating 3.4
432,SmartLife Tennis Racket,Sports,SmartLife,6197.92,4.5,282,SmartLife Tennis Racket in category Sports with rating 4.5
433,Ultra Machine Learning,Books,Ultra,10072.37,3.3,234,Ultra Machine Learning in category Books with rating 3.3
434,SmartLife Headphones,Electronics,SmartLife,16598.9,5.0,383,SmartLife Headphones in category Electronics with rating 5.0
435,Elite Smartwatch,Electronics,Elite,40227.07,3.5,128,Elite Smartwatch in category Electronics with rating 3.5
436,Vision T-Shirt,Fashion,Vision,20050.01,4.6,35,Vision T-Shirt in category Fashion with rating 4.6
437,Vision Smartphone,Electronics,Vision,35619.13,3.8,260,Vision Smartphone in category Electronics with rating 3.8
438,TechPro Python Guide,Books,TechPro,21960.99,3.1,469,TechPro Python Guide in category Books with rating 3.1
439,Nova Python Guide,Books,Nova,16167.7,3.5,144,Nova Python Guide in category Books with rating 3.5
440,TechPro Operating Systems,Books,TechPro,14536.8,4.5,244,TechPro Operating Systems in category Books with rating 4.5
441,Vision Gym Gloves,Sports,Vision,39837.66,3.4,90,Vision Gym Gloves in category Sports with rating 3.4
442,Prime Data Science,Books,Prime,37225.83,4.8,132,Prime Data Science in category Books with rating 4.8
443,TechPro Cricket Bat,Sports,TechPro,11450.31,5.0,290,TechPro Cricket Bat in category Sports with rating 5.0
444,TechPro Basketball,Sports,TechPro,28200.46,4.2,67,TechPro Basketball in category Sports with rating 4.2
445,Elite Chair,Home,Elite,26097.48,4.8,233,Elite Chair in category Home with rating 4.8
446,TechPro Cricket Bat,Sports,TechPro,38999.71,3.4,341,TechPro Cricket Bat in category Sports with rating 3.4
447,Elite Data Science,Books,Elite,1786.28,4.8,35,Elite Data Science in category Books with rating 4.8
448,Ultra Mouse,Electronics,Ultra,2876.4,3.3,194,Ultra Mouse in category Electronics with rating 3.3
449,Vision Algorithms,Books,Vision,13161.26,4.9,96,Vision Algorithms in category Books with rating 4.9
450,Ultra Gym Gloves,Sports,Ultra,23175.8,4.0,498,Ultra Gym Gloves in category Sports with rating 4.0
451,Prime Table,Home,Prime,25695.85,3.4,348,Prime Table in category Home with rating 3.4
452,Prime Laptop,Electronics,Prime,44355.44,4.5,254,Prime Laptop in category Electronics with rating 4.5
453,Nova Operating Systems,Books,Nova,42922.83,3.8,459,Nova Operating Systems in category Books with rating 3.8
454,Elite Operating Systems,Books,Elite,18251.72,3.8,83,Elite Operating Systems in category Books with rating 3.8
455,Max Tennis Racket,Sports,Max,20131.08,4.1,164,Max Tennis Racket in category Sports with rating 4.1
456,Max Headphones,Electronics,Max,1912.21,4.0,422,Max Headphones in category Electronics with rating 4.0
457,Vision Jeans,Fashion,Vision,46152.92,4.1,118,Vision Jeans in category Fashion with rating 4.1
458,Prime Gym Gloves,Sports,Prime,36217.4,3.3,419,Prime Gym Gloves in category Sports with rating 3.3
459,SmartLife Machine Learning,Books,SmartLife,39799.52,4.2,48,SmartLife Machine Learning in category Books with rating 4.2
460,Prime Hoodie,Fashion,Prime,39348.62,3.7,278,Prime Hoodie in category Fashion with rating 3.7
461,Max Hoodie,Fashion,Max,26817.53,3.4,153,Max Hoodie in category Fashion with rating 3.4
462,Nova Operating Systems,Books,Nova,33845.42,3.5,346,Nova Operating Systems in category Books with rating 3.5
463,Ultra Mixer,Home,Ultra,6549.7,3.0,345,Ultra Mixer in category Home with rating 3.0
464,Nova Basketball,Sports,Nova,21186.6,3.2,88,Nova Basketball in category Sports with rating 3.2
465,Ultra Tablet,Electronics,Ultra,39352.27,3.9,200,Ultra Tablet in category Electronics with rating 3.9
466,Prime Laptop,Electronics,Prime,13376.5,4.6,442,Prime Laptop in category Electronics with rating 4.6
467,Prime Watch,Fashion,Prime,12976.07,4.5,477,Prime Watch in category Fashion with rating 4.5
468,Elite Jeans,Fashion,Elite,24597.09,4.7,248,Elite Jeans in category Fashion with rating 4.7
469,Prime Jeans,Fashion,Prime,1077.8,4.0,322,Prime Jeans in category Fashion with rating 4.0
470,SmartLife Watch,Fashion,SmartLife,32211.33,3.4,186,SmartLife Watch in category Fashion with rating 3.4
471,SmartLife Data Science,Books,SmartLife,31085.83,5.0,15,SmartLife Data Science in category Books with rating 5.0
472,Elite Chair,Home,Elite,47178.07,4.0,368,Elite Chair in category Home with rating 4.0
473,Max Lamp,Home,Max,38539.41,4.8,377,Max Lamp in category Home with rating 4.8
474,SmartLife Data Science,Books,SmartLife,26267.24,3.7,218,SmartLife Data Science in category Books with rating 3.7
475,Nova Chair,Home,Nova,24040.09,3.0,457,Nova Chair in category Home with rating 3.0
476,Ultra Data Science,Books,Ultra,4640.74,3.4,202,Ultra Data Science in category Books with rating 3.4
477,TechPro T-Shirt,Fashion,TechPro,30788.48,3.2,14,TechPro T-Shirt in category Fashion with rating 3.2
478,SmartLife Sneakers,Fashion,SmartLife,34852.07,3.4,85,SmartLife Sneakers in category Fashion with rating 3.4
479,Max Python Guide,Books,Max,44947.31,3.4,236,Max Python Guide in category Books with rating 3.4
480,Max Shirt,Fashion,Max,35205.56,3.7,151,Max Shirt in category Fashion with rating 3.7
481,Max Chair,Home,Max,13556.95,3.5,500,Max Chair in category Home with rating 3.5
482,Elite Shirt,Fashion,Elite,41850.2,3.2,179,Elite Shirt in category Fashion with rating 3.2
483,Elite Headphones,Electronics,Elite,14354.43,4.5,465,Elite Headphones in category Electronics with rating 4.5
484,Vision Laptop,Electronics,Vision,28565.56,4.1,149,Vision Laptop in category Electronics with rating 4.1
485,Prime Operating Systems,Books,Prime,20233.79,3.2,365,Prime Operating Systems in category Books with rating 3.2
486,Nova Sneakers,Fashion,Nova,29253.99,4.3,412,Nova Sneakers in category Fashion with rating 4.3
487,SmartLife Data Science,Books,SmartLife,32775.06,3.5,16,SmartLife Data Science in category Books with rating 3.5
488,Elite Tennis Racket,Sports,Elite,32241.14,4.5,174,Elite Tennis Racket in category Sports with rating 4.5
489,SmartLife Gym Gloves,Sports,SmartLife,1919.39,4.4,34,SmartLife Gym Gloves in category Sports with rating 4.4
490,Prime Mixer,Home,Prime,453.8,3.1,468,Prime Mixer in category Home with rating 3.1
491,Prime Smartphone,Electronics,Prime,36843.21,4.2,232,Prime Smartphone in category Electronics with rating 4.2
492,Elite Laptop,Electronics,Elite,24143.81,4.8,78,Elite Laptop in category Electronics with rating 4.8
493,Max Mixer,Home,Max,27057.04,4.9,309,Max Mixer in category Home with rating 4.9
494,Ultra Gym Gloves,Sports,Ultra,48172.52,4.7,320,Ultra Gym Gloves in category Sports with rating 4.7
495,Vision Headphones,Electronics,Vision,22880.84,3.5,70,Vision Headphones in category Electronics with rating 3.5
496,SmartLife Shirt,Fashion,SmartLife,12608.55,3.1,377,SmartLife Shirt in category Fashion with rating 3.1
497,Prime DBMS,Books,Prime,18503.25,4.3,261,Prime DBMS in category Books with rating 4.3
498,SmartLife Operating Systems,Books,SmartLife,21554.52,3.6,379,SmartLife Operating Systems in category Books with rating 3.6
499,Ultra Machine Learning,Books,Ultra,5795.18,4.0,251,Ultra Machine Learning in category Books with rating 4.0
500,Prime Smartwatch,Electronics,Prime,10775.36,4.8,169,Prime Smartwatch in category Electronics with rating 4.8
501,TechPro T-Shirt,Fashion,TechPro,9549.44,4.3,373,TechPro T-Shirt in category Fashion with rating 4.3
502,Elite Basketball,Sports,Elite,42382.98,4.6,265,Elite Basketball in category Sports with rating 4.6
503,Vision Laptop,Electronics,Vision,16476.01,4.7,294,Vision Laptop in category Electronics with rating 4.7
504,Prime Yoga Mat,Sports,Prime,35306.66,3.8,253,Prime Yoga Mat in category Sports with rating 3.8
505,Nova Jeans,Fashion,Nova,44883.72,4.8,373,Nova Jeans in category Fashion with rating 4.8
506,Max Keyboard,Electronics,Max,224.04,4.1,110,Max Keyboard in category Electronics with rating 4.1
507,SmartLife DBMS,Books,SmartLife,14426.68,4.6,489,SmartLife DBMS in category Books with rating 4.6
508,Max Laptop,Electronics,Max,35105.38,3.7,90,Max Laptop in category Electronics with rating 3.7
509,SmartLife Vacuum Cleaner,Home,SmartLife,32526.37,4.8,143,SmartLife Vacuum Cleaner in category Home with rating 4.8
510,SmartLife Tablet,Electronics,SmartLife,9392.46,4.6,142,SmartLife Tablet in category Electronics with rating 4.6
511,SmartLife Basketball,Sports,SmartLife,17756.52,4.8,295,SmartLife Basketball in category Sports with rating 4.8
512,Ultra Tennis Racket,Sports,Ultra,33733.25,4.3,485,Ultra Tennis Racket in category Sports with rating 4.3
513,Ultra Sofa,Home,Ultra,43981.88,4.3,288,Ultra Sofa in category Home with rating 4.3
514,Ultra Data Science,Books,Ultra,1913.89,4.3,37,Ultra Data Science in category Books with rating 4.3
515,Prime Yoga Mat,Sports,Prime,5596.49,4.6,72,Prime Yoga Mat in category Sports with rating 4.6
516,Ultra Python Guide,Books,Ultra,34528.02,4.7,304,Ultra Python Guide in category Books with rating 4.7
517,Max Sneakers,Fashion,Max,14689.68,4.0,282,Max Sneakers in category Fashion with rating 4.0
518,Prime Tablet,Electronics,Prime,24419.07,4.7,473,Prime Tablet in category Electronics with rating 4.7
519,Max Tennis Racket,Sports,Max,31118.45,3.8,404,Max Tennis Racket in category Sports with rating 3.8
520,Elite Python Guide,Books,Elite,45911.01,4.6,203,Elite Python Guide in category Books with rating 4.6
521,Max Sneakers,Fashion,Max,36388.72,3.9,391,Max Sneakers in category Fashion with rating 3.9
522,SmartLife Data Science,Books,SmartLife,44210.84,4.9,40,SmartLife Data Science in category Books with rating 4.9
523,SmartLife Tennis Racket,Sports,SmartLife,1650.85,4.6,324,SmartLife Tennis Racket in category Sports with rating 4.6
524,Max Smartwatch,Electronics,Max,41600.5,3.9,76,Max Smartwatch in category Electronics with rating 3.9
525,SmartLife Machine Learning,Books,SmartLife,13279.57,3.4,87,SmartLife Machine Learning in category Books with rating 3.4
526,Ultra Sneakers,Fashion,Ultra,7452.49,3.1,369,Ultra Sneakers in category Fashion with rating 3.1
527,Elite T-Shirt,Fashion,Elite,11316.46,3.3,242,Elite T-Shirt in category Fashion with rating 3.3
528,SmartLife Jacket,Fashion,SmartLife,35986.63,4.9,405,SmartLife Jacket in category Fashion with rating 4.9
529,Prime Watch,Fashion,Prime,6108.13,4.1,39,Prime Watch in category Fashion with rating 4.1
530,TechPro Headphones,Electronics,TechPro,46585.94,4.3,385,TechPro Headphones in category Electronics with rating 4.3
531,Max Mixer,Home,Max,27171.66,4.2,192,Max Mixer in category Home with rating 4.2
532,SmartLife Laptop,Electronics,SmartLife,5385.35,3.5,59,SmartLife Laptop in category Electronics with rating 3.5
533,Max Smartwatch,Electronics,Max,29258.56,4.9,125,Max Smartwatch in category Electronics with rating 4.9
534,Nova Chair,Home,Nova,44506.95,3.9,432,Nova Chair in category Home with rating 3.9
535,Nova Keyboard,Electronics,Nova,11339.94,4.4,437,Nova Keyboard in category Electronics with rating 4.4
536,Nova Jeans,Fashion,Nova,49177.66,5.0,134,Nova Jeans in category Fashion with rating 5.0
537,TechPro Algorithms,Books,TechPro,48405.37,3.6,32,TechPro Algorithms in category Books with rating 3.6
538,Vision Machine Learning,Books,Vision,37386.36,4.6,416,Vision Machine Learning in category Books with rating 4.6
539,Ultra Smartphone,Electronics,Ultra,23307.63,4.2,260,Ultra Smartphone in category Electronics with rating 4.2
